676455c,melina.ayala,Added smoke to main menu,,Tue May 2 12:30,,,
06ab41d,melina.ayala,Fixed alpha level blueprint,,Tue May 2 12:09,,,
7f09875,Alex Wood,Further LOD work and level iteration,,Mon May 1 22:11,,,
245ed5c,Alex Wood,Setting up LODs for rocks, scaffolding, bridge and pillars,,Mon May 1 16:54,
e808281,Kieran T,Update PlayerOutline.uasset,,Mon May 1 16:39,,,
b03c2fa,Kieran T,added shaders back in,,Mon May 1 16:28,,,
06e24cf,Kieran T,fixing player shader and reverting change,,Mon May 1 16:25,,,
d91650e,Alex Wood,BetaI_Iteration_ImplementingTorches,FlippingMap,OptimisingTextures,,Mon May 1 15:10,
5d8d955,Alex Wood,BetaLevel_Iteration_Greybox replacing,,Mon May 1 07:44,,,
2c0c4a0,Alex Wood,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Mon May 1 07:43,,,
6ac29a4,melina.ayala,Connected credits to level and tweaked main menu lighting,,Sun Apr 30 19:49,,,
0a6e7eb,melina.ayala,Joining up credits to ending game,,Sun Apr 30 19:20,,,
5a1e93e,melina.ayala,Made post processing material for pickaxe aiming,,Sun Apr 30 18:43,,,
97e5c73,melina.ayala,Elongated closed door pause,,Sun Apr 30 16:58,,,
741db33,melina.ayala,Create Slide5.uasset,,Sun Apr 30 16:54,,,
8f636a2,melina.ayala,New Intro assets,,Sun Apr 30 16:53,,,
fb39569,melina.ayala,Create Background.uasset,,Sun Apr 30 16:53,,,
908972d,melina.ayala,Fixed intro cutscene timings,,Sun Apr 30 15:23,,,
cc8ff28,melina.ayala,Made credits jump to main menu on ending and replaced assets from intro cutscene,,Sun Apr 30 14:44,,,
57515c4,Kieran T,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Sat Apr 29 22:21,,,
73f6301,Kieran T,axe damage updated,,Sat Apr 29 22:20,,,
a832fec,melina.ayala,Made credits work whoop whoop,,Sat Apr 29 22:20,,,
c8a5551,Kieran T,added more particles, fixed the heirloom dropping,,Sat Apr 29 22:04,,
9fc741c,melina.ayala,Updated HUD assets,,Sat Apr 29 21:47,,,
f629584,Alex Wood,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Sat Apr 29 21:14,,,
7d0de72,melina.ayala,Adding credits to game,,Sat Apr 29 20:45,,,
1e7aafb,melina.ayala,Fixed Pause Menu Visibility bug,,Sat Apr 29 18:17,,,
5714a1a,melina.ayala,Added ambient sounds back in,,Sat Apr 29 18:16,,,
4.97E+51,melina.ayala,Changed throw animation speed,,Sat Apr 29 18:09,,,
9e04fc3,melina.ayala,Changed pickaxe throw speed,,Sat Apr 29 18:03,,,
5fcbd0f,melina.ayala,Added reticle animations,,Sat Apr 29 17:58,,,
e58c58b,melina.ayala,Changed Heirloom asset and skeleton socket on player,,Sat Apr 29 16:26,,,
395cfbe,Alex Wood,Updating foliage material, implementing heirloom,,Thu Apr 27 23:15,,
73b7913,Alex Wood,Heirloom Mesh and Textures,,Thu Apr 27 22:08,,,
3cbf6f9,Kieran T,added two particle asset packs,,Thu Apr 27 21:05,,,
c7c0fcb,K.Thorpe,made tweaks to the players damage and the pickaxe projectile,,Wed Apr 26 19:25,,,
8baec8b,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 26 16:54,,,
c68dab6,melina.ayala,Pitch shifted intro cutscene and added volume changing,,Wed Apr 26 16:54,,,
38de9b8,K.Thorpe,fixed a goofy bug with the collectibles,,Wed Apr 26 16:42,,,
87a9018,K.Thorpe,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 26 16:36,,,
a888125,K.Thorpe,Fixed The stamina, got the collectibles get retrieved by the pickaxe and fixed the collect issue,,Wed Apr 26 16:36,,
b8b3b51,melina.ayala,Added copy of alpha level with fixed audio for merging,,Wed Apr 26 16:34,,,
64bab8b,melina.ayala,Tidied up nodes in level blueprint,,Wed Apr 26 16:29,,,
89ed011,melina.ayala,Fixed level music with control volume,,Wed Apr 26 16:25,,,
54123b5,melina.ayala,Fixed main menu music,,Wed Apr 26 15:54,,,
3ce07af,melina.ayala,fixed main menu music,,Wed Apr 26 15:38,,,
ab17764,melina.ayala,Changed tutorial material emissives and fixed cursor in main menu,,Wed Apr 26 15:29,,,
584517c,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 26 13:39,,,
4e36c08,K.Thorpe,Fixed player aiming and started adding volume changing,,Wed Apr 26 13:19,,,
c69883b,Kieran T,Rebuilt the engine,,Wed Apr 26 10:58,,,
993578a,melina.ayala,Updating tutorial materials,,Tue Apr 25 16:52,,,
2266600,K.Thorpe,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 25 16:50,,,
95104ab,K.Thorpe,Fixed the lighting,,Tue Apr 25 16:50,,,
4f4ae15,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 25 14:04,,,
637f3bf,melina.ayala,Fixed tutorial room,,Tue Apr 25 14:03,,,
a008649,K.Thorpe,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 25 13:49,,,
215ab8d,K.Thorpe,Setting Camera Sensitivity,,Tue Apr 25 13:48,,,
53f3521,Thekandabid,replaced placeholder weapon animation sfx,,Tue Apr 25 13:41,,,
f343a48,melina.ayala,added more sound settings,,Tue Apr 25 12:37,,,
1432ee1,Kieran T,Merge branch 'Spline_Mesh' into Optimisation,,Mon Apr 24 23:18,,,
c1cd5a8,Kieran T,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Mon Apr 24 23:17,,,
e449871,Kieran T,changed the metasounds controller, added the isEmpty check on the player attacks,,Mon Apr 24 23:17,,
ecc60b9,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Mon Apr 24 00:53,,,
e28269f,melina.ayala,Fixed lights,,Mon Apr 24 00:53,,,
3.58E+29,Kieran T,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Sat Apr 22 01:01,,,
5065586,Kieran T,Made a plugin that controls the meta sounds volumes,These functions can be accessed anywhere under the metasounds controller tab,,,,
,Sat Apr 22 01:01,,,,,,
4b2c2b9,melina.ayala,Fixed intro errors,,Fri Apr 21 20:49,,,
176b07d,melina.ayala,Adding light changes,,Thu Apr 20 15:56,,,
27d33b9,K.Thorpe,Update Base_Player.cpp,,Wed Apr 19 16:16,,,
47f6b16,K.Thorpe,Update Base_Player.cpp,,Wed Apr 19 16:00,,,
797f1e9,K.Thorpe,Update Base_Player.cpp,,Wed Apr 19 15:56,,,
75cb272,K.Thorpe,player stuff,,Wed Apr 19 15:52,,,
49e8c0a,K.Thorpe,Update Base_Player.cpp,,Wed Apr 19 15:40,,,
d08f5fa,K.Thorpe,Update Base_Player.cpp,,Wed Apr 19 15:37,,,
9299a65,K.Thorpe,Update Heirloom_Class.cpp,,Wed Apr 19 15:33,,,
2dff85d,K.Thorpe,Update Heirloom_Class.cpp,,Wed Apr 19 15:30,,,
5267f1b,K.Thorpe,FORGOT TO SAVE AHHHHH,,Wed Apr 19 15:24,,,
3870849,K.Thorpe,Player respawn fixed,,Wed Apr 19 15:16,,,
2e8e914,melina.ayala,Update Base_Player.h,,Wed Apr 19 15:03,,,
23f9b79,melina.ayala,removed collectibles because they have a bug,,Wed Apr 19 14:55,,,
31b5163,melina.ayala,(KIERAN DID THIS) Respawn for player,,Wed Apr 19 14:44,,,
b15fb6c,K.Thorpe,Fixed Animation,,Wed Apr 19 14:30,,,
8610875,K.Thorpe,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 19 14:29,,,
2b9848d,melina.ayala,Bugfixing UI,,Wed Apr 19 14:26,,,
e72f7f9,K.Thorpe,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 19 14:26,,,
6ac00bd,K.Thorpe,Player animation fixed, Wisp ai Fixed,,Wed Apr 19 14:25,,
dd130db,melina.ayala,Switched out UI assets,,Wed Apr 19 14:23,,,
cd1691c,melina.ayala,Added AI spawns in house areas and added the enemies,,Wed Apr 19 13:29,,,
56d9abd,melina.ayala,Added nav meshes to level,,Wed Apr 19 13:21,,,
8bec931,melina.ayala,Added wisp spawn points into level,,Wed Apr 19 13:11,,,
53bf6ce,melina.ayala,Finished tutorial with some bugs,,Wed Apr 19 13:08,,,
b4cc62f,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Wed Apr 19 12:48,,,
a02e5eb,melina.ayala,Throwing pickaxe tutorial works,,Wed Apr 19 12:47,,,
f2208c1,melina.ayala,Got throwing tutorial to work,,Wed Apr 19 12:30,,,
ec4a8c8,Thekandabid,Added more placeholder sfx,,Wed Apr 19 11:33,,,
16ba603,Thekandabid,Placed portcullis raise sfx into folder,,Wed Apr 19 11:29,,,
3702384,Thekandabid,Forgot to save mb,,Wed Apr 19 11:24,,,
ee89db5,Thekandabid,Added bridge collapse sfx,,Wed Apr 19 11:23,,,
e01fcd4,Thekandabid,Fixed collectable sfx for realsies this time,,Wed Apr 19 11:09,,,
f3aba9c,Thekandabid,Fixed collectables sfx,,Wed Apr 19 11:02,,,
076084a,Thekandabid,Attached placholder sfx for when axe is recalled,,Wed Apr 19 10:51,,,
5d876e6,Thekandabid,Added placeholder sfx to intro cutscene,,Wed Apr 19 10:31,,,
e85f8dd,Thekandabid,Added placeholder sfx to attack animations and added sfx to pause menu buttons,,Wed Apr 19 10:27,,,
7568194,melina.ayala,Adding more tutorial functions,,Tue Apr 18 23:52,,,
cfad69b,melina.ayala,Tweaked collectibles and wisp AI damage collisions,,Tue Apr 18 23:03,,,
0b70a36,melina.ayala,Merge branch 'Optimising-Player' into Optimisation,,Tue Apr 18 22:45,,,
f0e2044,K.Thorpe,Update README.md,,Tue Apr 18 22:44,,,
0d15fc2,melina.ayala,Last push before merge with Optimisation-Player,,Tue Apr 18 22:43,,,
1fb11e8,K.Thorpe,Enemy AI Fully implemented,,Tue Apr 18 22:39,,,
414a549,melina.ayala,Created collectibles tutorial,,Tue Apr 18 22:38,,,
eacd397,K.Thorpe,added damage to the wisp, made them die and attack,,Tue Apr 18 20:51,,
f25e372,melina.ayala,Added trigger boxes to tutorial room,,Tue Apr 18 20:24,,,
d663dbb,melina.ayala,Added tutorial actors on both tutorial rooms,,Tue Apr 18 20:10,,,
30c07ca,melina.ayala,Added collectibles to tutorial level,,Tue Apr 18 19:56,,,
5ba9571,melina.ayala,Added tutorial tags in level,,Tue Apr 18 19:50,,,
ed6e9b1,melina.ayala,Update Collectibles_BP.uasset,,Tue Apr 18 19:19,,,
8db2317,Thekandabid,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 19:15,,,
ccafac2,Thekandabid,Experimented with changing pitch on pickaxe embed,,Tue Apr 18 19:15,,,
b035156,melina.ayala,Materials for collectibles,,Tue Apr 18 19:15,,,
6f7e6e3,melina.ayala,Tweaked code for collectibles,,Tue Apr 18 19:14,,,
091d136,melina.ayala,updated collectible models in BP,,Tue Apr 18 19:04,,,
dc22646,melina.ayala,Added collectible models and added materials,,Tue Apr 18 19:00,,,
b0c8e48,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 18:46,,,
a9f1035,melina.ayala,Materials for decals,,Tue Apr 18 18:45,,,
551121a,melina.ayala,Adding materials for tutorial decals,,Tue Apr 18 18:45,,,
de8a800,Thekandabid,Added bridge collapse and collectible pickup sfx,,Tue Apr 18 18:41,,,
d231f73,K.Thorpe,Added a line of code to play sound at point of impact,,Tue Apr 18 17:59,,,
8f99be4,Thekandabid,Added sfx to main menu buttons,,Tue Apr 18 17:40,,,
f2bd0c3,K.Thorpe,Fixed the movement,,Tue Apr 18 17:21,,,
7e4440b,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 16:58,,,
55f70c8,melina.ayala,Adding materials for decals,,Tue Apr 18 16:58,,,
d779f7b,melina.ayala,Added icons for tutorial level and added more frames to bridge fall timeline,,Tue Apr 18 16:58,,,
b72db60,Thekandabid,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 16:42,,,
38d93b5,Thekandabid,Added sfx for pickaxe embed,,Tue Apr 18 16:42,,,
2b4c103,melina.ayala,Added folders to organise outliner,,Tue Apr 18 16:36,,,
d0784f3,K.Thorpe,Added the wisp Idle movement and proper tracking of the player,,Tue Apr 18 16:28,,,
d25b3ce,melina.ayala,Tweaking some metasounds,,Tue Apr 18 16:27,,,
962f6c2,melina.ayala,Need to fix volume control in level,,Tue Apr 18 16:15,,,
a2b93b8,melina.ayala,Fixed another pausing visibility issue,,Tue Apr 18 16:07,,,
8eab5cf,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 15:55,,,
e45f181,melina.ayala,Fixed pause menu visibility issue,,Tue Apr 18 15:54,,,
e58f31d,Thekandabid,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 15:48,,,
9a44d3b,melina.ayala,Fixed pausing level - only P1 can pause,,Tue Apr 18 15:47,,,
bdb095b,Thekandabid,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 15:46,,,
6db7848,melina.ayala,Added bridge timeline,,Tue Apr 18 15:41,,,
f1f3e60,Thekandabid,Reorganised sound files,,Tue Apr 18 15:35,,,
39f2356,melina.ayala,Added right level after cutscene,,Tue Apr 18 14:56,,,
f7263c6,melina.ayala,Merge branch 'Optimisation' of https://github.com/Fireside-Tales/DES310_Dwarf_Game into Optimisation,,Tue Apr 18 14:50,,,
d1247bf,melina.ayala,Changed dwarf colour,,Tue Apr 18 14:50,,,
538e6b6,Thekandabid,Set the main menu track to loop,,Tue Apr 18 14:47,,,
549f3d0,Thekandabid,Possible fix for level tracks,,Tue Apr 18 14:46,,,
08afafa,melina.ayala,Push before audio,,Tue Apr 18 14:07,,,
4d5bc11,melina.ayala,Passed bridge falling, pause screen and begin level screen fade into level,,Tue Apr 18 13:20,,
cf73bdf,melina.ayala,Updated playing level sound,,Tue Apr 18 13:16,,,
652c13a,melina.ayala,Updated player camera exposure,,Tue Apr 18 13:12,,,
892235b,melina.ayala,Changed auto exposure,,Tue Apr 18 13:11,,,
c39c92a,melina.ayala,Adding audio to level,,Tue Apr 18 12:58,,,
bc6e5fd,melina.ayala,Merge branch 'Optimising-Player' into Optimisation,,Mon Apr 17 21:45,,,
bfc64dd,melina.ayala,Last change before merge,,Mon Apr 17 21:43,,,
9f6e88b,melina.ayala,Last push before merge,,Mon Apr 17 21:42,,,
35fdb5b,Alex Wood,Alpha finalisation,,Mon Apr 17 21:28,,,
bb981da,melina.ayala,Tweaking pausing,,Mon Apr 17 21:27,,,
9408732,melina.ayala,Added volume control to main menu music,,Mon Apr 17 20:55,,,
823da5a,melina.ayala,Push before audio,,Mon Apr 17 20:19,,,
84f5e81,Alex Wood,Tree and Ivy Implementation,,Mon Apr 17 20:12,,,
c57c960,Alex Wood,Tree and Ivy implementation,,Mon Apr 17 20:12,,,
d6a56a3,melina.ayala,Fixed menu bug that happened when going from pause to main menu,Camera would still be splitscreen when going from pause menu to main menu,,,,
,Mon Apr 17 19:57,,,,,,
b0699c1,melina.ayala,Added fade in to level,,Mon Apr 17 19:34,,,
d752991,melina.ayala,Making pause menu appear on input,,Mon Apr 17 19:01,,,
9b68858,melina.ayala,Changed skip text,,Mon Apr 17 18:46,,,
54d17a7,melina.ayala,Added skipping cutscene,,Mon Apr 17 18:45,,,
6b63ab1,melina.ayala,Adding control to skip cutscene,,Mon Apr 17 18:35,,,
fe6b045,melina.ayala,adding sound controls,,Mon Apr 17 18:16,,,
7b3aecc,K.Thorpe,textured the dwarf and made them have the correct texture based on what side they came from,,Mon Apr 17 16:55,,,
9084c6c,Alex Wood,Foliage Implementation and bridge buillding,,Mon Apr 17 16:28,,,
03051f7,melina.ayala,Added ambient music to level,,Mon Apr 17 13:31,,,
5.70E+266,melina.ayala,Adding camera sensitivity variable in main menu to use in level later, added comments to main menu blueprints,,Mon Apr 17 12:35,,
919d450,Alex Wood,Alpha Level Development,,Mon Apr 17 12:07,,,
5.08E+09,melina.ayala,Added player pause controls on gamepad,,Sun Apr 16 21:56,,,
12a4bdb,melina.ayala,Setting up pause menu,,Sun Apr 16 21:30,,,
a6d94e5,melina.ayala,Switched out main menu assets, started settings menu, added cutscene playing after pressing start, connected level,,Sun Apr 16 18:21
06c53f8,melina.ayala,Cutscene added,,Sat Apr 15 02:53,,,
d1b6c87,melina.ayala,Adding cutscene,,Fri Apr 14 23:59,,,
08c6716,melina.ayala,Merged footsteps,,Thu Apr 13 20:38,,,
8b6ae5d,melina.ayala,Added sound files,,Thu Apr 13 20:20,,,
ea786f9,K.Thorpe,Fixed Player damage,,Thu Apr 13 19:13,,,
eac398b,K.Thorpe,added the options widget into the project, fixed an issue where the axe would lodge into nothing and break, added the axe damage to the game, added more animation states to the player,,Tue Apr 11 18:43
058dafc,K.Thorpe,wrote the damage logic out,,Mon Apr 10 19:26,,,
794a662,K.Thorpe,Added emotes to the dwarf and started to make an emote system,,Sun Apr 9 16:48,,,
fa52735,K.Thorpe,Dwarf Attack animations implemented and resets the player state when any are finished,,Sun Apr 9 15:38,,,
b1e93a0,K.Thorpe,Update some of the platers blueprints,,Wed Apr 5 19:12,,,
2cc9f90,K.Thorpe,added player inputs,,Wed Apr 5 19:11,,,
c40df20,K.Thorpe,started implementing melee combos properly, moved the input blueprints to the code,  made tweaks to the axe references,,Wed Apr 5 18:10,
3c51f84,K.Thorpe,Adding in the players attacks to the game, also going to make major changes to the axes throw so this is here in case it break,,Wed Apr 5 16:57,,
e460145,K.Thorpe,made the bridge fall,it just works. okay,,,,
,Tue Apr 4 19:14,,,,,,
c9f85a6,K.Thorpe,Added the new dwarf model to the scene, rigged the animations to the dwarf, added post processing effect to add an outline based on who has the heirloom,,Tue Apr 4 17:27,
635df5b,K.Thorpe,Added in the Players Dash Mechanic, Player hud for both players, adjusted the players movement speed for the animations, Adjusted the picks collisions to use a physics volume,,Mon Apr 3 18:31
f64dda7,Alex Wood,Further alpha level development,,Fri Mar 31 00:10,,,
1ae99da,K.Thorpe,Made tweaks to the player victory conditions,,Thu Mar 30 20:38,,,
936801,K.Thorpe,fixed a bug where the axe disappears,,Thu Mar 30 15:53,,,
a528865,K.Thorpe,made a tweak to the spawn logic,,Thu Mar 30 15:27,,,
26b12b9,K.Thorpe,made the enemy spawn in random points,,Thu Mar 30 15:21,,,
c318c74,K.Thorpe,Merge branch 'Enemy-AI-Branch' into Optimising-Player,,Thu Mar 30 14:20,,,
b790b4a,K.Thorpe,Made tweaks to the axe returns so it spins and doesn't snap to player,,Thu Mar 30 14:19,,,
e3bd53a,Alex Wood,Continued scaffolding, and panner to runic,,Wed Mar 29 23:41,,
3401f43,Alex Wood,Initial scaffold and floor textures,,Wed Mar 29 12:28,,,
c00a618,Alex Wood,Implementing wooden stair,,Wed Mar 29 00:15,,,
ef1d654,Alex-J-Wood,Alpha level first pass,,Tue Mar 28 16:36,,,
79ab443,Kieran T,lighting built,,Fri Mar 24 21:23,,,
f361e03,K.Thorpe,Dwarf can finally die,,Thu Mar 23 20:10,,,
31635c4,K.Thorpe,Added a collider to the pickaxe, made tweaks to the melee attack to not lock the animation, locked the players movement so they can't move whilst attacking,,Thu Mar 23 19:33,
2b92e2f,K.Thorpe,Fixed the Players states for throwing the axe and aiming, clamped the players movement whist they are throwing the axe and started the different animation setups for when they are aiming,,Thu Mar 23 18:05,,
d587535,melina.ayala,started axe melee attack :),,Wed Mar 22 20:44,,,
83d724c,melina.ayala,Fixed Wisp follow,,Wed Mar 22 19:46,,,
eb7aa01,melina.ayala,Fixed bugs,,Wed Mar 22 17:01,,,
2431362,melina.ayala,Fixed local multiplayer gamepad assigning,,Wed Mar 22 16:32,,,
